object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
161432,149.414062,2.238686,236.239766,41.565558,1,0,0,0,,0.017,16
161521,346.130127,-63.07262,321.423103,-50.042305,1,0.1147,0.164,0.9394,39.4785,0.02,90
161591,150.996094,4.181528,235.291975,43.970869,1,0.0761,0.1416,0.0294,39.1295,0.015,62
161877,150.46875,1.64151,237.714575,42.075234,1,0,0,0,,0.017,65
162139,150.820312,3.134927,236.341348,43.230123,1,0.1036,0.0926,0.0114,38.1367,0.016,42
162531,347.861847,-61.943836,321.519104,-51.424048,1,0.529,0.4535,0.0438,42.0076,0.017,90
162538,150.996094,4.181528,235.291975,43.970869,1,0.2795,0.5154,0.2561,42.3402,0.015,90
162994,53.085938,-28.122234,224.100909,-54.509752,1,0.5827,0.552,0.0825,42.5199,0.007,90
163894,52.207031,-28.630989,224.800211,-55.343637,1,0.3027,0.3162,0.011,41.0874,0.009,88
164805,51.679688,-27.447618,222.618229,-55.642263,1,0,0,0,,0.01,92
165507,151.171875,1.342993,238.60252,42.464379,1,0.2323,0.2251,0.0187,40.2445,0.026,67
165821,149.414062,2.238686,236.239766,41.565558,1,0.2458,1.0072,0.4491,44.1195,0.017,42
165985,51.679688,-27.447618,222.618229,-55.642263,1,0.4551,0.4933,0.2305,42.2259,0.01,88
166103,0.58952,-47.161343,325.385896,-67.769893,1,0.2871,0.2079,0.4627,40.0507,0.009,90
166165,150.117188,2.836105,236.124718,42.483719,1,0,0,0,,0.016,16
166186,51.679688,-27.447618,222.618229,-55.642263,1,0.5156,0.5329,0.0107,42.4278,0.01,42
166330,149.414062,1.940072,236.565366,41.393323,1,0,0,0,,0.018,65
166697,53.613281,-28.630989,225.073365,-54.119461,1,1.1664,1.116,0.0368,44.3951,0.006,95
166727,34.453125,-5.229529,169.987075,-59.956185,1,0.2659,0.2946,0.022,40.9098,0.019,62
167220,359.446716,-44.20153,331.730015,-69.805709,1,0.7136,0.7235,0.0416,43.2348,0.01,90
167260,2.07113,-45.191612,325.606223,-69.989264,1,0.3449,0.3554,0.0193,41.3826,0.011,62
167310,349.615387,-63.636005,318.927246,-50.506542,1,0.3079,0.3246,0.0181,41.1538,0.018,42
167417,349.046051,-61.943836,320.79653,-51.753706,1,0.5774,0.5558,0.041,42.5377,0.017,90
167436,350.230255,-61.943836,320.053946,-52.070537,1,0.1918,0.2263,0.0138,40.2576,0.017,90
167488,348.586945,-64.573555,318.693903,-49.477869,1,0.3928,0.3939,0.0171,41.6449,0.018,90
167910,348.908447,-63.823658,319.169886,-50.176186,1,0.4761,0.4646,0.0434,42.0701,0.018,90
168146,51.855469,-26.276812,220.627031,-55.293792,1,0,0,0,,0.014,65
168465,149.414062,1.940072,236.565366,41.393323,1,2.1492,2.4337,0.1988,46.4769,0.018,95
168659,53.613281,-27.953188,223.929533,-54.024772,1,0.2663,0.3135,0.2502,41.0656,0.007,67
168952,358.3125,-44.993881,332.185785,-68.685906,1,0,0,0,,0.009,65
168967,347.8125,-63.448284,320.128971,-50.202348,1,0.1845,0.2142,0.1608,40.1234,0.021,90
169203,347.861847,-61.943836,321.519104,-51.424048,1,0.1833,0.1791,0.1849,39.69,0.017,90
169282,149.414062,3.433834,234.919132,42.24555,1,0.3181,0.3458,0.3165,41.3133,0.027,90
169315,53.964844,-28.630989,225.14295,-53.813613,1,0.4625,0.3305,0.3149,41.1986,0.009,90
169375,52.910156,-27.279613,222.625192,-54.536648,1,0,0,0,,0.007,65
169967,52.558594,-27.279613,222.538937,-54.845107,1,0,0,0,,0.008,16
170135,151.699219,3.583322,236.533224,44.205648,1,0.6875,0.7181,0.0199,43.2147,0.016,42
170667,34.277344,-5.079716,169.526841,-59.95664,1,0.1806,0.1977,0.0109,39.9287,0.019,42
170698,152.050781,2.985506,237.495952,44.143927,1,0.6529,0.3524,0.1455,41.3616,0.019,95
171194,347.013428,-62.508568,321.472056,-50.73533,1,0.0498,0.0301,0.0126,35.5981,0.018,90
172164,0.574468,-45.98114,327.041068,-68.778764,1,0.4417,0.4427,0.0239,41.9455,0.006,42
172231,347.013428,-62.508568,321.472056,-50.73533,1,0.4471,0.4104,0.0175,41.7506,0.018,90
172461,0.949367,-45.586655,326.991548,-69.251686,1,0,0,0,,0.013,16
172825,1.723404,-45.98114,325.117958,-69.180825,1,0.5161,0.5832,0.0296,42.6641,0.01,90
172861,150.996094,4.181528,235.291975,43.970869,1,0.6568,0.6686,0.0345,43.0253,0.015,42
173500,347.617462,-62.508568,321.121462,-50.904708,1,1.2995,1.0813,0.1509,44.3101,0.019,88
174258,150.117188,2.836105,236.124718,42.483719,1,0.1418,2.6773,0.9698,46.728,0.016,52
174968,1.363636,-46.768478,324.669342,-68.371416,1,0.4237,2.8411,1.1838,46.8837,0.008,90
175185,32.871094,-4.780192,166.959493,-60.615132,1,0.3289,0.3286,0.0217,41.1846,0.017,90
175477,53.085938,-27.784405,223.525509,-54.460748,1,0.154,0.1424,0.0109,39.1423,0.007,90
175824,347.013428,-62.508568,321.472056,-50.73533,1,0,0,0,,0.018,65
175907,149.589844,3.583322,234.885369,42.474696,1,1.2673,1.0906,0.1049,44.3332,0.024,88
175935,352.711273,-63.823658,316.922299,-51.059403,1,0.3972,0.4181,0.0438,41.798,0.024,42
176246,152.050781,3.284369,237.157374,44.318466,1,0,0,0,,0.019,92
176303,352.711273,-63.823658,316.922299,-51.059403,1,0.4718,0.3531,1.2957,41.3666,0.024,90
176675,346.655182,-63.260487,320.952196,-50.040935,1,0.2479,0.2441,0.0104,40.4436,0.019,90
177141,349.615387,-63.636005,318.927246,-50.506542,1,0.2702,0.2621,0.0224,40.6186,0.018,90
177291,1.753247,-46.768478,324.030235,-68.498041,1,0.8075,0.7996,0.0342,43.5012,0.014,90
177475,150.117188,2.836105,236.124718,42.483719,1,0.8078,0.8083,0.0172,43.5302,0.016,90
177697,54.667969,-27.615883,223.610785,-53.05084,1,0,0,0,,0.009,65
177812,349.429535,-62.508568,320.039643,-51.393745,1,0.1732,0.1749,0.0146,39.6324,0.02,90
178529,1.694561,-45.191612,326.278557,-69.858253,1,0.2821,0.2624,0.0239,40.6219,0.011,42
178664,51.328125,-27.447618,222.535046,-55.950727,1,0.2884,0.3054,0.9093,41.0001,0.013,90
179685,53.964844,-28.630989,225.14295,-53.813613,1,0,0,0,,0.009,65
179813,53.085938,-27.11186,222.384291,-54.355086,1,0.2025,0.193,0.0133,39.8703,0.007,42
179834,2.097458,-45.783966,324.73784,-69.478613,1,0.4553,0.4428,0.712,41.9458,0.011,90
180090,33.574219,-5.079716,168.448505,-60.407218,1,0.1397,0.1303,0.0185,38.9333,0.016,42
180224,349.429535,-62.508568,320.039643,-51.393745,1,0.3504,0.36,0.028,41.4152,0.02,90
180288,349.285706,-62.884678,319.786163,-51.046461,1,0.7731,0.6929,0.0556,43.12,0.018,42
180290,359.446716,-44.20153,331.730015,-69.805709,1,0.6048,0.6686,0.0252,43.0253,0.01,90
180852,151.347656,3.583322,236.252362,43.918627,1,0,0,0,,0.015,65
180994,34.453125,-5.229529,169.987075,-59.956185,1,0.4323,0.451,0.0216,41.9937,0.019,90
181003,358.665253,-45.783966,330.353593,-68.203652,1,0.6881,0.7495,0.0478,43.3286,0.009,90
181046,150.644531,3.583322,235.698235,43.342784,1,0.7043,0.6996,0.0122,43.1456,0.018,90
181598,149.414062,1.940072,236.565366,41.393323,1,0,0,0,,0.018,16
181919,151.171875,1.342993,238.60252,42.464379,1,0.3463,0.3426,0.01,41.2899,0.026,90
181956,148.886719,2.686724,235.347248,41.389003,1,0.0891,0.6471,0.1559,42.9384,0.028,42
182732,351.953644,-62.132156,318.777388,-52.347124,1,0.0915,0.3243,0.5528,41.151,0.019,90
183049,53.085938,-27.784405,223.525509,-54.460748,1,0.382,0.4386,1.0767,41.9212,0.007,90
183210,34.101562,-5.829153,170.247753,-60.638325,1,0.7115,0.6942,0.0219,43.1247,0.019,90
183283,151.171875,2.238686,237.619933,42.994783,1,0.1665,0.5635,0.068,42.5741,0.024,90
183481,1.723404,-45.98114,325.117958,-69.180825,1,0.1437,0.1405,0.0096,39.1102,0.01,67
183622,150.820312,3.732834,235.666318,43.572109,1,0,0,0,,0.016,65
183932,150.996094,4.181528,235.291975,43.970869,1,0.1132,0.1289,0.0169,38.9073,0.015,62
184340,33.398438,-3.732834,166.49228,-59.466614,1,0,0,0,,0.022,16
184530,347.013428,-62.508568,321.472056,-50.73533,1,0.1325,0.0924,0.022,38.133,0.018,42
184736,149.414062,3.433834,234.919132,42.24555,1,0.3788,0.4404,0.3775,41.932,0.027,42
185562,53.4375,-29.142223,225.90812,-54.336118,1,0.1869,2.647,0.707,46.6981,0.008,90
185605,151.347656,4.181528,235.568369,44.259942,1,0,0,0,,0.016,16
185700,33.398438,-3.732834,166.49228,-59.466614,1,0.2855,0.2863,0.0119,40.8386,0.022,90
185701,0.574468,-45.98114,327.041068,-68.778764,1,0.3346,0.3343,0.0078,41.2276,0.006,90
185839,34.980469,-6.279288,172.180075,-60.389399,1,0,0,0,,0.023,65
186060,351.382965,-64.011238,317.574052,-50.604657,1,0.6011,0.5886,0.0268,42.6883,0.023,88
186115,54.667969,-27.615883,223.610785,-53.05084,1,0,0,0,,0.009,92
186171,351.321442,-64.198746,317.458993,-50.429931,1,0.3601,0.3582,0.0089,41.403,0.023,90
186345,53.261719,-27.615883,223.280041,-54.281374,1,0.3954,0.3886,0.018,41.6105,0.006,90
186462,149.589844,3.583322,234.885369,42.474696,1,0.2995,0.295,0.0421,40.9136,0.024,62
186691,150.117188,2.238686,236.784618,42.139082,1,0,0,0,,0.016,65
186702,150.820312,3.134927,236.341348,43.230123,1,0.4561,0.3903,0.019,41.6219,0.016,90
187048,150.820312,3.732834,235.666318,43.572109,1,0.239,0.2727,0.0115,40.7176,0.016,90
187120,51.679688,-27.447618,222.618229,-55.642263,1,0,0,0,,0.01,16
187192,351.321442,-64.198746,317.458993,-50.429931,1,0.3786,0.4491,0.4611,41.9823,0.023,90
187216,350.230255,-61.943836,320.053946,-52.070537,1,0.2232,0.2344,0.0234,40.3434,0.017,62
187511,52.558594,-27.279613,222.538937,-54.845107,1,0,0,0,,0.008,16
187783,150.996094,4.181528,235.291975,43.970869,1,0.1832,0.174,0.2615,39.6202,0.015,90
187817,33.925781,-5.979157,170.179895,-60.866303,1,0.4642,0.4848,0.0146,42.1809,0.022,90
188157,150.292969,2.686724,236.427488,42.541447,1,0,0,0,,0.016,16
188405,349.285706,-62.884678,319.786163,-51.046461,1,0,0,0,,0.018,65
188609,346.276581,-64.011238,320.448031,-49.344136,1,0.1384,0.1321,0.0216,38.9661,0.019,52
188801,150.820312,3.732834,235.666318,43.572109,1,0,0,0,,0.016,16
188831,349.615387,-63.636005,318.927246,-50.506542,1,0,0,0,,0.018,16
189164,152.050781,2.985506,237.495952,44.143927,1,0.2448,0.2383,0.0417,40.3845,0.019,90
189532,151.347656,4.181528,235.568369,44.259942,1,0,0,0,,0.016,92
190161,33.75,-4.630479,168.146242,-59.949072,1,0.1904,0.1904,0.0131,39.8377,0.019,62
190303,52.207031,-28.630989,224.800211,-55.343637,1,0.489,0.4647,0.2372,42.0707,0.009,90
190577,51.328125,-27.784405,223.130589,-55.999499,1,0.1015,0.094,0.669,38.1726,0.013,62
190784,347.861847,-61.943836,321.519104,-51.424048,1,0.4401,0.4298,0.0659,41.8692,0.017,42
190878,33.398438,-4.331149,167.226341,-59.936551,1,0.1587,0.147,0.0097,39.2175,0.018,62
191008,349.160583,-64.760857,318.219706,-49.458924,1,0.4117,0.3572,0.0435,41.3959,0.02,90
191287,33.574219,-6.579593,170.455585,-61.548219,1,0,0,0,,0.021,65
191334,351.299988,-62.3204,319.038597,-52.026867,1,0.7632,0.7703,0.0329,43.4017,0.018,88
191397,34.804688,-5.829153,171.307861,-60.174401,1,0.3497,0.3083,0.0328,41.0241,0.023,90
191667,351.382965,-64.011238,317.574052,-50.604657,1,0.1447,0.1576,0.0135,39.3837,0.023,42
191847,53.964844,-28.630989,225.14295,-53.813613,1,0,0,0,,0.009,65
192104,348.908447,-63.823658,319.169886,-50.176186,1,0.25,0.2752,1.1639,40.7405,0.018,90
193178,51.679688,-27.447618,222.618229,-55.642263,1,0.125,0.1179,0.0173,38.6993,0.01,90
193470,150.644531,3.583322,235.698235,43.342784,1,0.2844,0.284,0.0138,40.8184,0.018,62
193639,351.259003,-64.386185,317.34486,-50.255113,1,0.6496,0.6532,0.0065,42.9634,0.02,90
193712,149.238281,3.882372,234.283829,42.351155,1,0.3002,0.2582,0.0214,40.5821,0.033,88
194054,352.132874,-63.636005,317.424173,-51.095855,1,0.5451,0.5311,0.033,42.4185,0.021,90
194350,52.910156,-27.953188,223.774083,-54.639214,1,0.5444,0.5584,0.0149,42.55,0.007,90
194474,1.723404,-45.98114,325.117958,-69.180825,1,0.4922,0.5037,0.008,42.2806,0.01,90
194509,1.666667,-44.399834,327.51919,-70.529554,1,0.1921,0.2091,0.0187,40.0648,0.009,90
194563,152.050781,3.284369,237.157374,44.318466,1,0.371,0.3221,0.1435,41.1344,0.019,90
194669,33.574219,-6.579593,170.455585,-61.548219,1,0.3242,0.5794,0.2393,42.6469,0.021,90
194786,51.328125,-27.784405,223.130589,-55.999499,1,1.0947,1.0887,0.1617,44.3284,0.013,88
195026,34.804688,-5.829153,171.307861,-60.174401,1,0,0,0,,0.023,65
195047,53.085938,-27.11186,222.384291,-54.355086,1,0.302,0.2982,0.6892,40.9402,0.007,90
195359,34.101562,-5.829153,170.247753,-60.638325,1,0.4245,0.6254,0.0937,42.8484,0.019,90
195975,1.694561,-45.191612,326.278557,-69.858253,1,0.1631,0.1773,0.0162,39.6648,0.011,67
196121,348.595886,-63.07262,320.023289,-50.71306,1,0.6175,0.7271,0.0677,43.2479,0.021,90
196122,51.679688,-27.447618,222.618229,-55.642263,1,0,0,0,,0.01,92
196221,1.666667,-44.399834,327.51919,-70.529554,1,0.3356,0.3659,0.0207,41.457,0.009,90
196870,52.910156,-25.944481,220.36635,-54.301439,1,0.0839,0.0684,0.9543,37.4444,0.01,90
197141,1.723404,-45.98114,325.117958,-69.180825,1,0.3117,0.2962,0.984,40.9235,0.01,52
197650,53.261719,-27.615883,223.280041,-54.281374,1,0.1203,0.1012,0.0186,38.3425,0.006,62
197727,2.097458,-45.783966,324.73784,-69.478613,1,0.2431,0.3543,0.2055,41.3748,0.011,52
197776,52.910156,-27.953188,223.774083,-54.639214,1,0.3027,0.3402,0.1935,41.2717,0.007,42
198035,359.058563,-45.191612,330.695783,-68.844915,1,0.3445,0.4534,1.1964,42.0072,0.011,67
198103,52.910156,-27.279613,222.625192,-54.536648,1,0,0,0,,0.007,6
198133,53.4375,-29.142223,225.90812,-54.336118,1,0,0,0,,0.008,16
198229,33.398438,-4.331149,167.226341,-59.936551,1,0.608,0.5934,0.0189,42.71,0.018,52
198669,152.050781,2.985506,237.495952,44.143927,1,0.3934,0.4907,0.7499,42.2125,0.019,67
198690,348.908447,-63.823658,319.169886,-50.176186,1,0,0,0,,0.018,92
198776,150.820312,1.64151,237.994507,42.358984,1,0.093,2.479,0.7921,46.5256,0.02,90
199112,53.613281,-28.630989,225.073365,-54.119461,1,0,0,0,,0.006,65
199387,352.711273,-63.823658,316.922299,-51.059403,1,0.3217,0.4429,1.1467,41.9464,0.024,90
199547,0.58952,-47.161343,325.385896,-67.769893,1,0.4061,0.4521,0.6897,41.9997,0.009,90
199909,150.292969,2.686724,236.427488,42.541447,1,0.3307,0.3037,0.0129,40.9864,0.016,90
200061,33.75,-4.630479,168.146242,-59.949072,1,0.2734,0.555,0.1334,42.5342,0.019,42
200148,349.966217,-62.696659,319.542989,-51.376556,1,0,0,0,,0.021,65
200161,1.666667,-44.399834,327.51919,-70.529554,1,0,0,0,,0.009,16
200418,52.558594,-27.279613,222.538937,-54.845107,1,0.2567,0.2616,0.0252,40.6146,0.008,67
200434,149.414062,3.433834,234.919132,42.24555,1,0.3009,0.2499,1.1658,40.5011,0.027,67
200949,347.84671,-64.760857,318.929827,-49.143596,1,0,0,0,,0.019,16
201454,52.910156,-27.279613,222.625192,-54.536648,1,0.2218,0.2219,0.0074,40.2094,0.007,90
201575,359.814819,-44.399834,330.775011,-69.801007,1,0.672,0.7253,0.0503,43.2413,0.009,90
201803,346.130127,-63.07262,321.423103,-50.042305,1,0.3969,0.4354,0.3552,41.9028,0.02,90
201890,347.84671,-64.760857,318.929827,-49.143596,1,0,0,0,,0.019,6
201908,51.679688,-27.447618,222.618229,-55.642263,1,0.2895,0.2989,0.0082,40.9465,0.01,62
202369,151.171875,2.238686,237.619933,42.994783,1,0.2393,0.2465,0.5802,40.4676,0.024,90
203203,52.910156,-27.279613,222.625192,-54.536648,1,0.0665,0.0985,0.0358,38.2802,0.007,90
203204,34.804688,-5.829153,171.307861,-60.174401,1,0.3895,0.3716,0.0356,41.496,0.023,90
203294,149.238281,3.882372,234.283829,42.351155,1,0.0764,0.0579,0.0156,37.0657,0.033,62
203563,351.953644,-62.132156,318.777388,-52.347124,1,0.1696,1.2745,0.7673,44.7518,0.019,62
203686,2.097458,-45.783966,324.73784,-69.478613,1,0.391,0.4335,0.0347,41.8914,0.011,90
203758,349.285706,-62.884678,319.786163,-51.046461,1,0.1407,2.6581,1.1435,46.7091,0.018,42
203802,51.855469,-27.953188,223.543603,-55.56147,1,0.44,0.345,0.3873,41.3075,0.008,42
203970,150.117188,2.238686,236.784618,42.139082,1,0.6775,0.8415,0.0555,43.6376,0.016,90
204288,53.085938,-27.784405,223.525509,-54.460748,1,0,0,0,,0.007,65
204379,54.667969,-27.615883,223.610785,-53.05084,1,0.314,0.3182,0.4988,41.1034,0.009,90
204437,33.925781,-5.979157,170.179895,-60.866303,1,0.7786,0.7963,0.0317,43.4901,0.022,90
204512,53.613281,-28.630989,225.073365,-54.119461,1,0.3662,0.4503,0.2944,41.9894,0.006,52
204575,53.789062,-27.784405,223.685697,-53.845803,1,0,0,0,,0.009,65
204628,358.3125,-44.993881,332.185785,-68.685906,1,0,0,0,,0.009,65
204843,33.925781,-5.979157,170.179895,-60.866303,1,0.1336,2.4725,0.4947,46.5186,0.022,42
205266,52.558594,-27.279613,222.538937,-54.845107,1,0.4344,0.3683,0.0312,41.4736,0.008,90
205293,359.446716,-44.20153,331.730015,-69.805709,1,0,0,0,,0.01,16
205326,150.292969,2.686724,236.427488,42.541447,1,0.1197,0.1186,0.0045,38.7123,0.016,90
205449,149.414062,2.238686,236.239766,41.565558,1,0.5754,0.5512,0.0134,42.5161,0.017,90
205459,149.589844,3.583322,234.885369,42.474696,1,0,0,0,,0.024,16
205850,359.814819,-44.399834,330.775011,-69.801007,1,1.2445,1.057,0.1388,44.249,0.009,95
206141,352.711273,-63.823658,316.922299,-51.059403,1,0.5619,0.5554,0.0121,42.5359,0.024,88
206547,51.328125,-27.784405,223.130589,-55.999499,1,0.1214,0.1463,0.0142,39.2073,0.013,52
206766,152.050781,3.284369,237.157374,44.318466,1,0,0,0,,0.019,16
206940,35.332031,-5.979157,172.286722,-59.931743,1,0,0,0,,0.022,65
207283,150.117188,2.836105,236.124718,42.483719,1,0.274,0.5079,0.1403,42.3021,0.016,42
207413,152.050781,2.985506,237.495952,44.143927,1,0.206,0.2247,0.0176,40.2405,0.019,90
207535,149.589844,3.583322,234.885369,42.474696,1,0.2865,0.2932,0.5537,40.8985,0.024,90
207706,347.8125,-63.448284,320.128971,-50.202348,1,0.5206,0.2638,0.1941,40.6348,0.021,90
208261,150.996094,2.388015,237.313912,42.939977,1,0.4867,0.5046,0.0257,42.285,0.021,90
208357,51.679688,-27.447618,222.618229,-55.642263,1,0,0,0,,0.01,65
208526,358.665253,-45.783966,330.353593,-68.203652,1,0.2467,0.2473,0.1305,40.4755,0.009,90
208610,53.964844,-28.630989,225.14295,-53.813613,1,0.1832,0.3193,0.5767,41.1117,0.009,42
208803,351.953644,-62.132156,318.777388,-52.347124,1,0.2092,0.1875,0.0194,39.8002,0.019,67
209120,346.276581,-64.011238,320.448031,-49.344136,1,0.3691,0.3879,1.0409,41.6059,0.019,90
209171,359.814819,-44.399834,330.775011,-69.801007,1,0.5199,0.4939,0.1415,42.2294,0.009,90
209796,1.666667,-44.399834,327.51919,-70.529554,1,0.221,0.5571,0.1645,42.5439,0.009,52
209911,358.648071,-46.37508,329.462659,-67.716008,1,1.2191,1.2122,0.0186,44.6172,0.009,88
209987,351.73468,-62.884678,318.284128,-51.651217,1,0.462,0.4669,0.0453,42.0834,0.019,90
210296,53.789062,-27.784405,223.685697,-53.845803,1,0.3312,0.3416,0.0184,41.2826,0.009,90
210912,151.171875,2.537361,237.288526,43.169764,1,0,0,0,,0.024,65
211092,151.171875,2.537361,237.288526,43.169764,1,0.2648,0.2667,0.019,40.6618,0.024,42
211114,150.996094,2.388015,237.313912,42.939977,1,0.3871,0.4821,0.0359,42.1663,0.021,90
211120,150.292969,2.686724,236.427488,42.541447,1,1.5706,1.454,0.0809,45.1056,0.016,88
211202,348.595886,-63.07262,320.023289,-50.71306,1,0.4518,0.4706,0.5414,42.1035,0.021,42
211290,351.321442,-64.198746,317.458993,-50.429931,1,0.9455,0.9636,0.1993,44.0008,0.023,88
211326,52.910156,-27.279613,222.625192,-54.536648,1,0.2026,0.2183,0.0138,40.1698,0.007,90
211382,349.046051,-61.943836,320.79653,-51.753706,1,0.1128,0.1019,0.0189,38.359,0.017,42
211677,148.886719,2.686724,235.347248,41.389003,1,0,0,0,,0.028,65
211842,150.820312,1.64151,237.994507,42.358984,1,0.3161,0.3196,0.0136,41.1142,0.02,90
212024,358.648071,-46.37508,329.462659,-67.716008,1,0.3484,0.2633,0.9125,40.6301,0.009,90
212064,349.285706,-62.884678,319.786163,-51.046461,1,0.0943,0.1065,0.0169,38.4622,0.018,42
212084,53.4375,-29.142223,225.90812,-54.336118,1,0,0,0,,0.008,65
212815,0.58952,-47.161343,325.385896,-67.769893,1,0.5589,0.5362,0.0153,42.4439,0.009,90
213005,54.667969,-27.615883,223.610785,-53.05084,1,0.575,0.5565,0.1034,42.5413,0.009,90
213161,150.820312,3.134927,236.341348,43.230123,1,0.1384,0.1935,0.1078,39.8759,0.016,42
213294,346.130127,-63.07262,321.423103,-50.042305,1,0,0,0,,0.02,65
213374,32.695312,-4.929937,166.868469,-60.84123,1,0.1174,0.126,0.0047,38.8547,0.018,52
213590,350.230255,-61.943836,320.053946,-52.070537,1,0.4276,2.6072,1.1117,46.6582,0.017,90
213698,347.84671,-64.760857,318.929827,-49.143596,1,0.1941,2.4358,0.6689,46.4791,0.019,90
213759,52.207031,-28.630989,224.800211,-55.343637,1,0.247,0.2695,0.1052,40.688,0.009,90
213773,150.820312,3.134927,236.341348,43.230123,1,0.3679,0.2931,0.4489,40.897,0.016,90
213934,33.574219,-5.379379,168.83809,-60.637536,1,0.5425,0.4511,0.5135,41.9938,0.017,90
214548,1.723404,-45.98114,325.117958,-69.180825,1,0,0,0,,0.01,65
214935,53.261719,-27.615883,223.280041,-54.281374,1,0.2834,2.9476,1.3239,46.9801,0.006,90
215078,152.050781,2.985506,237.495952,44.143927,1,0.2204,0.5472,0.0375,42.4971,0.019,90
215159,32.871094,-4.780192,166.959493,-60.615132,1,0.4036,2.2293,0.9353,46.2451,0.017,90
215339,53.261719,-27.615883,223.280041,-54.281374,1,0.4424,0.4638,0.6667,42.0659,0.006,90
215370,359.446716,-44.20153,331.730015,-69.805709,1,0.1932,0.1797,0.0166,39.6972,0.01,42
215463,348.586945,-64.573555,318.693903,-49.477869,1,0.3281,0.3287,0.0303,41.1854,0.018,90
216227,351.953644,-62.132156,318.777388,-52.347124,1,0.1967,0.2034,0.0097,39.9974,0.019,90
216337,150.820312,3.732834,235.666318,43.572109,1,0.2115,0.2523,0.9578,40.5251,0.016,42
216799,150.46875,3.732834,235.392208,43.283244,1,0.5107,0.536,0.0449,42.4426,0.02,90
216970,349.160583,-64.760857,318.219706,-49.458924,1,0,0,0,,0.02,16
217593,349.429535,-62.508568,320.039643,-51.393745,1,0.1945,0.1813,0.0197,39.7195,0.02,42
218492,151.347656,3.583322,236.252362,43.918627,1,0.148,0.5113,0.4415,42.3192,0.015,62
218627,53.085938,-27.11186,222.384291,-54.355086,1,0.2992,2.5635,1.2047,46.6138,0.007,90
218714,149.589844,3.583322,234.885369,42.474696,1,0.1241,0.1168,1.008,38.6761,0.024,42
219233,151.171875,1.342993,238.60252,42.464379,1,0.3605,0.2267,0.7894,40.2615,0.026,90
219820,33.574219,-4.780192,168.064587,-60.175886,1,0.0711,0.1348,0.0434,39.0129,0.019,42
219917,0.190678,-45.783966,327.956322,-68.803772,1,0.2296,0.2256,0.0073,40.2492,0.005,90
220000,346.130127,-63.07262,321.423103,-50.042305,1,0,0,0,,0.02,65
220426,148.710938,2.836105,235.050801,41.328739,1,0.2962,0.1249,0.2071,38.8332,0.031,90
220685,32.871094,-4.780192,166.959493,-60.615132,1,0,0,0,,0.017,16
220702,52.910156,-27.279613,222.625192,-54.536648,1,0,0,0,,0.007,65
221663,1.694561,-45.191612,326.278557,-69.858253,1,0.1872,0.1468,0.1151,39.2145,0.011,42
221704,52.910156,-27.279613,222.625192,-54.536648,1,0.3019,0.3179,0.009,41.1009,0.007,52
221784,150.996094,2.985506,236.647967,43.28735,1,0.5071,0.5066,0.0191,42.2955,0.02,90
222059,352.398651,-62.696659,318.017427,-51.967966,1,0.2569,0.2664,0.0096,40.6589,0.02,67
222326,150.820312,3.732834,235.666318,43.572109,1,0.4981,0.4823,0.0202,42.1672,0.016,90
222577,2.07113,-45.191612,325.606223,-69.989264,1,0.1684,0.1965,0.0113,39.9133,0.011,67
222719,148.710938,2.836105,235.050801,41.328739,1,0.2226,2.9994,1.0192,47.0256,0.031,67
223165,1.363636,-46.768478,324.669342,-68.371416,1,0.3985,0.4373,0.2994,41.9136,0.008,90
223166,53.085938,-27.11186,222.384291,-54.355086,1,0.2116,2.6422,0.8622,46.6933,0.007,90
223791,32.695312,-4.929937,166.868469,-60.84123,1,0,0,0,,0.018,65
223915,150.46875,1.64151,237.714575,42.075234,1,0.4842,0.4141,0.5298,41.7737,0.017,90
223940,348.586945,-64.573555,318.693903,-49.477869,1,0,0,0,,0.018,16
224004,53.261719,-27.615883,223.280041,-54.281374,1,0.1433,0.1247,0.0111,38.8305,0.006,90
224009,1.694561,-45.191612,326.278557,-69.858253,1,0.2318,0.5506,0.5014,42.5129,0.011,90
224031,151.171875,2.537361,237.288526,43.169764,1,0.216,0.1925,1.1256,39.8641,0.024,90
224100,2.457983,-45.389202,324.632685,-69.945696,1,0.1057,0.0921,0.0106,38.126,0.011,42
224103,347.8125,-63.448284,320.128971,-50.202348,1,0,0,0,,0.021,65
225494,34.277344,-5.079716,169.526841,-59.95664,1,0,0,0,,0.019,65
225529,0.929752,-44.597992,328.531426,-70.083244,1,0.2987,0.3269,0.0118,41.1715,0.011,90
225773,349.429535,-62.508568,320.039643,-51.393745,1,0.175,0.2067,0.2373,40.036,0.02,42
225919,0.965665,-46.37508,325.845907,-68.579427,1,1.1083,1.0803,0.0467,44.3076,0.007,42
226040,52.03125,-26.443335,220.963669,-55.168557,1,0.3689,0.3714,0.0255,41.4945,0.014,90
226172,151.171875,2.537361,237.288526,43.169764,1,0.5258,0.8009,0.1156,43.5055,0.024,90
226704,150.46875,1.64151,237.714575,42.075234,1,0.3002,0.3523,0.2911,41.3609,0.017,62
226850,150.996094,2.388015,237.313912,42.939977,1,0.8477,0.8138,0.0306,43.5482,0.021,90
226855,53.085938,-27.11186,222.384291,-54.355086,1,0,0,0,,0.007,65
